0.0,0.0,100.0,
1.1447915251814458,0.0,100.0,
1.6001865246509597,0.11447915251814458,100.0,
1.9293639360260204,0.27449780498324056,100.0,
2.168800026367737,0.4674341985858426,100.0,
2.344939183883281,0.6843142012226163,100.0,
2.477094154211416,0.9188081196109444,100.0,
2.5795327519210693,1.166517535032086,100.0,
2.662972377814028,1.424470810224193,100.0,
2.7356312986210845,1.6907680480055958,100.0,
2.803937819382443,1.9643311778677042,100.0,
2.872959042759336,2.2447249598059487,100.0,
2.946557468577945,2.532020864081882,100.0,
3.0273309277064606,2.8266766109396766,100.0,
3.1164139432892304,3.129409703710323,100.0,
3.213008014900281,3.441051098039246,100.0,
3.3141743460560105,3.762351899529274,100.0,
3.4154435128005147,4.093769334134875,100.0,
3.5104358140507936,4.435313685414926,100.0,
3.592727463414568,4.786357266820006,100.0,
3.6618705388889747,5.145630013161463,100.0,
3.7179050539858967,5.511817067050361,100.0,
3.7605849693844435,5.88360757244895,100.0,
3.789816613690997,6.259666069387395,100.0,
3.8053279045573807,6.638647730756494,100.0,
3.806362183932811,7.019180521212232,100.0,
3.7913703329254838,7.399816739605513,100.0,
3.75759577883232,7.778953772898062,100.0,
3.700582832907941,8.154713350781293,100.0,
3.6135527345931338,8.524771634072087,100.0,
3.4865584041637705,8.8861269075314,100.0,
3.3053181667631164,9.234782747947778,100.0,
3.0495898399095864,9.565314564624089,100.0,
2.6908966156420084,9.870273548615048,100.0,
2.189347561184097,10.139363210179248,100.0,
1.489196270025652,10.358297966297657,100.0,
0.0,10.507217593300222,100.0,
